# File: IO_detailed_industry.csv
# Title: Detailed industry coefficient
# Units: GJ/kg or GJ/GJ
# Description: Input-output data are calculated based on historical energy consumption sourced from the MEIC-HR emission inventory. The energy consumption data could not be used directly due to the inconsistency between IEA data(used in GCAM) and China's energy statistics, so the energy consumption share was used to allocate.
# Column types: cnccccnnn
# ----------
province,year,supplysector,subsector,technology,minicam.energy.input,coefficient,production,energy.input
SC,2021,chemical energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SC,2021,chemical energy use,liquid,liquid,refined liquids industrial,1,0.010624071,0.010624071
SC,2021,chemical energy use,liquid,liquid CCS,refined liquids industrial,1,0,0
SC,2021,chemical feedstocks,coal,coal,delivered coal,0.337093768,0.011125387,0.003750299
SC,2021,chemical feedstocks,gas,gas,wholesale gas,1,0,0
SC,2021,chemical feedstocks,liquid,liquid,refined liquids industrial,1,0,0
SC,2021,coke,coke,coke,delivered coal,0.024800196,12.21816791,0.303012959
SC,2021,coke,coke,coke,elect_td_ind,0.00124094,12.21816791,0.015162013
SC,2021,coke,coke,coke CCS,delivered coal,0.024800196,0,0
SC,2021,coke,coke,coke CCS,elect_td_ind,0.00062047,0,0
SC,2021,construction,construction,construction,construction energy use,1,0.036294253,0.036294253
SC,2021,construction,construction,construction,construction feedstocks,0,0.036294253,0
SC,2021,construction energy use,biomass,biomass,delivered biomass,1,0,0
SC,2021,construction energy use,coal,coal,delivered coal,0.713664286,0.004537346,0.003238142
SC,2021,construction energy use,district heat,district heat,district heat,1,0,0
SC,2021,construction energy use,electricity,electricity,elect_td_ind,1,0.005505741,0.005505741
SC,2021,construction energy use,gas,gas,wholesale gas,1,0.000135074,0.000135074
SC,2021,construction energy use,hydrogen,hydrogen,H2 industrial,1,0,0
SC,2021,construction energy use,liquid,liquid,refined liquids industrial,1,0.026116092,0.026116092
SC,2021,construction feedstocks,coal,coal,delivered coal,1,0,0
SC,2021,construction feedstocks,gas,gas,wholesale gas,1,0,0
SC,2021,construction feedstocks,liquid,liquid,refined liquids industrial,1,0,0
SC,2021,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
SC,2021,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.19928555,0,0
SC,2021,iron and steel,BLASTFUR,BLASTFUR,coke,0.582062136,18.15793552,10.56904673
SC,2021,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.006758382,18.15793552,0.122718265
SC,2021,iron and steel,BLASTFUR,BLASTFUR,elect_td_ind,0,18.15793552,0.003478915
SC,2021,iron and steel,BLASTFUR,BLASTFUR,refined liquids industrial,0.0002238,18.15793552,0.004063746
SC,2021,iron and steel,BLASTFUR,BLASTFUR CCS,coke,0.582062136,0,0
SC,2021,iron and steel,BLASTFUR,BLASTFUR CCS,delivered coal,0.006934663,0,0
SC,2021,iron and steel,BLASTFUR,BLASTFUR CCS,elect_td_ind,0,0,0
SC,2021,iron and steel,BLASTFUR,BLASTFUR CCS,refined liquids industrial,0.0000746,0,0
SC,2021,iron and steel,EAF with DRI,EAF with DRI,elect_td_ind,0.008460795,0,0
SC,2021,iron and steel,EAF with DRI,EAF with DRI,refined liquids industrial,0.0000721,0,0
SC,2021,iron and steel,EAF with DRI,EAF with DRI,wholesale gas,0.009446812,0,0
SC,2021,iron and steel,EAF with DRI,EAF with DRI CCS,elect_td_ind,0.008460795,0,0
SC,2021,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000721,0,0
SC,2021,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
SC,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
SC,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
SC,2021,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00288,9.721364483,0.02799753
SC,2021,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000262,9.721364483,0.0002547
SC,2021,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,9.721364483,10.88792822
SC,2021,mining energy use,biomass,biomass,delivered biomass,1,0,0
SC,2021,mining energy use,coal,coal,delivered coal,1.556775895,0.046217179,0.07194979
SC,2021,mining energy use,district heat,district heat,district heat,1,0,0
SC,2021,mining energy use,electricity,electricity,elect_td_ind,0.8,0.025857561,0.020686049
SC,2021,mining energy use,gas,gas,wholesale gas,1,0.009120675,0.009120675
SC,2021,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SC,2021,mining energy use,liquid,liquid,refined liquids industrial,1,0.009103206,0.009103206
SD,2021,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
SD,2021,agricultural energy use,coal,coal,delivered coal,0.459584986,0.039433285,0.018122946
SD,2021,agricultural energy use,district heat,district heat,district heat,1,0,0
SD,2021,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.025026329,0.020021063
SD,2021,agricultural energy use,gas,gas,wholesale gas,1,0.0000825,0.0000825
SD,2021,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SD,2021,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.02619814,0.02619814
SD,2021,chemical,chemical,chemical,chemical energy use,1,0.367864081,0.367864081
SD,2021,chemical,chemical,chemical,chemical feedstocks,0.351573828,0.367864081,0.129331383
SD,2021,chemical energy use,biomass,biomass,delivered biomass,1,0,0
SD,2021,chemical energy use,coal,coal,delivered coal,1.378754957,0.26468767,0.364939437
SD,2021,chemical energy use,coal,coal CCS,delivered coal,0.459584986,0,0
SD,2021,chemical energy use,district heat,district heat,district heat,1,0.018453938,0.018453938
SD,2021,chemical energy use,electricity,electricity,elect_td_ind,1.6,0.043731571,0.069970514
SD,2021,chemical energy use,gas,gas,wholesale gas,1,0.001272135,0.001272135
SD,2021,chemical energy use,gas,gas CCS,wholesale gas,1,0,0
SD,2021,chemical energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SD,2021,chemical energy use,liquid,liquid,refined liquids industrial,1,0.039718767,0.039718767
SD,2021,chemical energy use,liquid,liquid CCS,refined liquids industrial,1,0,0
SD,2021,chemical feedstocks,coal,coal,delivered coal,0.991992874,0.129331383,0.12829581
SD,2021,chemical feedstocks,gas,gas,wholesale gas,1,0,0
SD,2021,chemical feedstocks,liquid,liquid,refined liquids industrial,1,0,0
SD,2021,coke,coke,coke,delivered coal,0.018013895,36.78146372,0.662577425
SD,2021,coke,coke,coke,elect_td_ind,0.00124094,36.78146372,0.04564359
SD,2021,coke,coke,coke CCS,delivered coal,0.018013895,0,0
SD,2021,coke,coke,coke CCS,elect_td_ind,0.00062047,0,0
SD,2021,construction,construction,construction,construction energy use,1,0.044865685,0.044865685
SD,2021,construction,construction,construction,construction feedstocks,0,0.044865685,0
SD,2021,construction energy use,biomass,biomass,delivered biomass,1,0,0
SD,2021,construction energy use,coal,coal,delivered coal,1,0.007760205,0.007760205
SD,2021,construction energy use,district heat,district heat,district heat,1,0,0
SD,2021,construction energy use,electricity,electricity,elect_td_ind,1,0.009416448,0.009416448
SD,2021,construction energy use,gas,gas,wholesale gas,1,0.000105308,0.000105308
SD,2021,construction energy use,hydrogen,hydrogen,H2 industrial,1,0,0
SD,2021,construction energy use,liquid,liquid,refined liquids industrial,1,0.027583724,0.027583724
SD,2021,construction feedstocks,coal,coal,delivered coal,1,0,0
SD,2021,construction feedstocks,gas,gas,wholesale gas,1,0,0
SD,2021,construction feedstocks,liquid,liquid,refined liquids industrial,1,0,0
SD,2021,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
SD,2021,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.199283125,0,0
SD,2021,iron and steel,BLASTFUR,BLASTFUR,coke,0.582062136,70.1633548,40.83943216
SD,2021,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.005984236,70.1633548,0.419874074
SD,2021,iron and steel,BLASTFUR,BLASTFUR,elect_td_ind,0.000191592,70.1633548,0.013442737
SD,2021,iron and steel,BLASTFUR,BLASTFUR,refined liquids industrial,0.0002238,70.1633548,0.015702559
SD,2021,iron and steel,BLASTFUR,BLASTFUR CCS,coke,0.582062136,0,0
SD,2021,iron and steel,BLASTFUR,BLASTFUR CCS,delivered coal,0.006141668,0,0
SD,2021,iron and steel,BLASTFUR,BLASTFUR CCS,elect_td_ind,0.000191592,0,0
SD,2021,iron and steel,BLASTFUR,BLASTFUR CCS,refined liquids industrial,0.0000746,0,0
SD,2021,iron and steel,EAF with DRI,EAF with DRI,elect_td_ind,0.008460795,0,0
SD,2021,iron and steel,EAF with DRI,EAF with DRI,refined liquids industrial,0.0000721,0,0
SD,2021,iron and steel,EAF with DRI,EAF with DRI,wholesale gas,0.009446812,0,0
SD,2021,iron and steel,EAF with DRI,EAF with DRI CCS,elect_td_ind,0.008460795,0,0
SD,2021,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000721,0,0
SD,2021,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
SD,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
SD,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
SD,2021,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00288,6.329745204,0.018229666
SD,2021,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000262,6.329745204,0.000165839
SD,2021,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,6.329745204,7.089314628
SD,2021,mining energy use,biomass,biomass,delivered biomass,1,0,0
SD,2021,mining energy use,coal,coal,delivered coal,1.378754957,0.079045062,0.108983771
SD,2021,mining energy use,district heat,district heat,district heat,1,0,0
SD,2021,mining energy use,electricity,electricity,elect_td_ind,0.8,0.044224088,0.03537927
SD,2021,mining energy use,gas,gas,wholesale gas,1,0.00711078,0.00711078
SD,2021,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SD,2021,mining energy use,liquid,liquid,refined liquids industrial,1,0.009614773,0.009614773
SH,2021,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
SH,2021,agricultural energy use,coal,coal,delivered coal,0.414456299,0.000200116,8.29E-05
SH,2021,agricultural energy use,district heat,district heat,district heat,1,0,0
SH,2021,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.000127004,0.000101603
SH,2021,agricultural energy use,gas,gas,wholesale gas,1,0.000000919,0.000000919
SH,2021,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SH,2021,agricultural energy use,liquid,liquid,refined liquids industrial,1,0.000215286,0.000215286
SH,2021,chemical,chemical,chemical,chemical energy use,1,0.103685123,0.103685123
SH,2021,chemical,chemical,chemical,chemical feedstocks,0.212966493,0.103685123,0.022081457
SH,2021,chemical energy use,biomass,biomass,delivered biomass,1,0,0
SH,2021,chemical energy use,coal,coal,delivered coal,1.243368897,0.05008434,0.062273311
SH,2021,chemical energy use,coal,coal CCS,delivered coal,0.414456299,0,0
SH,2021,chemical energy use,district heat,district heat,district heat,1,0.00258003,0.00258003
SH,2021,chemical energy use,electricity,electricity,elect_td_ind,1.6,0.010787103,0.017259365
SH,2021,chemical energy use,gas,gas,wholesale gas,1,0.024133764,0.024133764
SH,2021,chemical energy use,gas,gas CCS,wholesale gas,1,0,0
SH,2021,chemical energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SH,2021,chemical energy use,liquid,liquid,refined liquids industrial,1,0.016099886,0.016099886
SH,2021,chemical energy use,liquid,liquid CCS,refined liquids industrial,1,0,0
SH,2021,chemical feedstocks,coal,coal,delivered coal,0.642209113,0.022081457,0.014180913
SH,2021,chemical feedstocks,gas,gas,wholesale gas,1,0,0
SH,2021,chemical feedstocks,liquid,liquid,refined liquids industrial,1,0,0
SH,2021,coke,coke,coke,delivered coal,0.016245031,6.242969036,0.101417226
SH,2021,coke,coke,coke,elect_td_ind,0.00124094,6.242969036,0.00774715
SH,2021,coke,coke,coke CCS,delivered coal,0.016245031,0,0
SH,2021,coke,coke,coke CCS,elect_td_ind,0.00062047,0,0
SH,2021,construction,construction,construction,construction energy use,1,0.008127233,0.008127233
SH,2021,construction,construction,construction,construction feedstocks,0,0.008127233,0
SH,2021,construction energy use,biomass,biomass,delivered biomass,1,0,0
SH,2021,construction energy use,coal,coal,delivered coal,1,0.001016024,0.001016024
SH,2021,construction energy use,district heat,district heat,district heat,1,0,0
SH,2021,construction energy use,electricity,electricity,elect_td_ind,1,0.001232871,0.001232871
SH,2021,construction energy use,gas,gas,wholesale gas,1,0.0000303,0.0000303
SH,2021,construction energy use,hydrogen,hydrogen,H2 industrial,1,0,0
SH,2021,construction energy use,liquid,liquid,refined liquids industrial,1,0.005848038,0.005848038
SH,2021,construction feedstocks,coal,coal,delivered coal,1,0,0
SH,2021,construction feedstocks,gas,gas,wholesale gas,1,0,0
SH,2021,construction feedstocks,liquid,liquid,refined liquids industrial,1,0,0
SH,2021,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
SH,2021,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.19928555,0,0
SH,2021,iron and steel,BLASTFUR,BLASTFUR,coke,0.582062136,6.56021394,3.818452139
SH,2021,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.005149124,6.56021394,0.033779355
SH,2021,iron and steel,BLASTFUR,BLASTFUR,elect_td_ind,0,6.56021394,0.001256885
SH,2021,iron and steel,BLASTFUR,BLASTFUR,refined liquids industrial,0.0002238,6.56021394,0.001468176
SH,2021,iron and steel,BLASTFUR,BLASTFUR CCS,coke,0.582062136,0,0
SH,2021,iron and steel,BLASTFUR,BLASTFUR CCS,delivered coal,0.00553859,0,0
SH,2021,iron and steel,BLASTFUR,BLASTFUR CCS,elect_td_ind,0,0,0
SH,2021,iron and steel,BLASTFUR,BLASTFUR CCS,refined liquids industrial,0.0000746,0,0
SH,2021,iron and steel,EAF with DRI,EAF with DRI,elect_td_ind,0.008460795,0,0
SH,2021,iron and steel,EAF with DRI,EAF with DRI,refined liquids industrial,0.0000721,0,0
SH,2021,iron and steel,EAF with DRI,EAF with DRI,wholesale gas,0.009446812,0,0
SH,2021,iron and steel,EAF with DRI,EAF with DRI CCS,elect_td_ind,0.008460795,0,0
SH,2021,iron and steel,EAF with DRI,EAF with DRI CCS,refined liquids industrial,0.0000721,0,0
SH,2021,iron and steel,EAF with DRI,EAF with DRI CCS,wholesale gas,0.009446812,0,0
SH,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,elect_td_ind,0.00144,0,0
SH,2021,iron and steel,EAF with DRI,Hydrogen-based DRI,H2 industrial,0.013619048,0,0
SH,2021,iron and steel,EAF with scrap,EAF with scrap,elect_td_ind,0.00288,9.21038606,0.026525912
SH,2021,iron and steel,EAF with scrap,EAF with scrap,refined liquids industrial,0.0000262,9.21038606,0.000241312
SH,2021,iron and steel,EAF with scrap,EAF with scrap,scrap,1.12,9.21038606,10.31563239
SH,2021,mining energy use,biomass,biomass,delivered biomass,1,0,0
SH,2021,mining energy use,coal,coal,delivered coal,1.243368897,0.010349169,0.012867835
SH,2021,mining energy use,district heat,district heat,district heat,1,0,0
SH,2021,mining energy use,electricity,electricity,elect_td_ind,0.8,0.005790148,0.004632118
SH,2021,mining energy use,gas,gas,wholesale gas,1,0.002042345,0.002042345
SH,2021,mining energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SH,2021,mining energy use,liquid,liquid,refined liquids industrial,1,0.002038433,0.002038433
SN,2021,agricultural energy use,biomass,biomass,delivered biomass,1,0,0
SN,2021,agricultural energy use,coal,coal,delivered coal,0.274242938,0.005156562,0.001414151
SN,2021,agricultural energy use,district heat,district heat,district heat,1,0,0
SN,2021,agricultural energy use,electricity,electricity,elect_td_ind,0.8,0.003609349,0.002887479
SN,2021,agricultural energy use,gas,gas,wholesale gas,1,0.0000252,0.0000252
SN,2021,agricultural energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SN,2021,agricultural energy use,liquid,liquid,refined liquids industrial,0.57824419,0.001365195,0.000789416
SN,2021,chemical,chemical,chemical,chemical energy use,1,0.128275505,0.128275505
SN,2021,chemical,chemical,chemical,chemical feedstocks,0.975053507,0.128275505,0.125075481
SN,2021,chemical energy use,biomass,biomass,delivered biomass,1,0,0
SN,2021,chemical energy use,coal,coal,delivered coal,0.822728815,0.065025537,0.053498383
SN,2021,chemical energy use,coal,coal CCS,delivered coal,0.274242938,0,0
SN,2021,chemical energy use,district heat,district heat,district heat,1,0.001330832,0.001330832
SN,2021,chemical energy use,electricity,electricity,elect_td_ind,1.6,0.011478281,0.01836525
SN,2021,chemical energy use,gas,gas,wholesale gas,1,0.03821513,0.03821513
SN,2021,chemical energy use,gas,gas CCS,wholesale gas,1,0,0
SN,2021,chemical energy use,hydrogen,hydrogen,H2 industrial,0.9,0,0
SN,2021,chemical energy use,liquid,liquid,refined liquids industrial,0.57824419,0.012225725,0.007069454
SN,2021,chemical energy use,liquid,liquid CCS,refined liquids industrial,0.57824419,0,0
SN,2021,chemical feedstocks,coal,coal,delivered coal,0.822728815,0.125075481,0.102903202
SN,2021,chemical feedstocks,gas,gas,wholesale gas,1,0,0
SN,2021,chemical feedstocks,liquid,liquid,refined liquids industrial,1,0,0
SN,2021,coke,coke,coke,delivered coal,0.005538612,49.86988466,0.276209942
SN,2021,coke,coke,coke,elect_td_ind,0.000817286,49.86988466,0.040757959
SN,2021,coke,coke,coke CCS,delivered coal,0.005538612,0,0
SN,2021,coke,coke,coke CCS,elect_td_ind,0.001015286,0,0
SN,2021,construction,construction,construction,construction energy use,1,0.010526843,0.010526843
SN,2021,construction,construction,construction,construction feedstocks,0,0.010526843,0
SN,2021,construction energy use,biomass,biomass,delivered biomass,1,0,0
SN,2021,construction energy use,coal,coal,delivered coal,1,0.002780168,0.002780168
SN,2021,construction energy use,district heat,district heat,district heat,1,0,0
SN,2021,construction energy use,electricity,electricity,elect_td_ind,1,0.003720656,0.003720656
SN,2021,construction energy use,gas,gas,wholesale gas,1,0.000088,0.000088
SN,2021,construction energy use,hydrogen,hydrogen,H2 industrial,1,0,0
SN,2021,construction energy use,liquid,liquid,refined liquids industrial,0.57824419,0.003938019,0.002277137
SN,2021,construction feedstocks,coal,coal,delivered coal,1,0,0
SN,2021,construction feedstocks,gas,gas,wholesale gas,1,0,0
SN,2021,construction feedstocks,liquid,liquid,refined liquids industrial,1,0,0
SN,2021,iron and steel,BLASTFUR,Biomass-based,delivered biomass,0.039478428,0,0
SN,2021,iron and steel,BLASTFUR,Biomass-based,elect_td_ind,0.186426209,0,0
SN,2021,iron and steel,BLASTFUR,BLASTFUR,coke,0.582062136,14.30750053,8.327854319
SN,2021,iron and steel,BLASTFUR,BLASTFUR,delivered coal,0.003571687,14.30750053,0.051101914
SN,2021,iron and steel,BLASTFUR,BLASTFUR,elect_td_ind,0,14.30750053,0.002741203
SN,2021,iron and steel,BLASTFUR,BLASTFUR,refined liquids industrial,0.000129411,14.30750053,0.001851548
SN,2021,iron and steel,BLASTFUR,BLASTFUR CCS,coke,0.582062136,0,0
SN,2021,iron and steel,BLASTFUR,BLASTFUR CCS,delivered coal,0.003664848,0,0
SN,2021,iron and steel,BLASTFUR,BLASTFUR CCS,elect_td_ind,0,0,0
SN,2021,iron and steel,BLASTFUR,BLASTFUR CCS,refined liquids industrial,4.31E-05,0,0
